ID,Picture,Name_German,Name_English,Name_Japanese,Name_Japanese2,Generazion_Picture,Type,KP ,Status_Attack,Status_SpecialAttack,Status_Defense,Status_SpecialDefense,Status_Initiative,Status_Sum,Class,Height_m,Weight_kg,Color,Form,Name_Form
528,Fletiamo ,Fletiamo ,Swoobat ,Kokoromori ,ココロモリ ,5. Generation Gen5 ,PsychoFlug,338,213,253,209,209,327,1549,PU,0.9,10.5,blue,Form 9: Vogel-Form ,Balz
529,Rotomurf ,Rotomurf ,Drilbur ,Moguryuu ,モグリュー ,5. Generation Gen5 ,Boden,324,269,159,179,189,235,1355,LC,0.3,8.5,grey,Form 6: Zweibeiner mit Schweif ,Maulwurf
530,Stalobor ,Stalobor ,Excadrill ,Doryuuzu ,ドリュウズ ,5. Generation Gen5 ,BodenStahl,424,369,199,219,229,275,1715,OU,0.7,40.4,brown,Form 12: Humanoider Körper ,Untergrund
531,Ohrdoch ,Ohrdoch ,Audino ,Tabunne ,タブンネ ,5. Generation Gen5 ,Normal,410,219,219,271,271,199,1589,NU,1.1,31,pink,Form 6: Zweibeiner mit Schweif ,Gehör
532,Praktibalk ,Praktibalk ,Timburr ,Dokkorar ,ドッコラー ,5. Generation Gen5 ,Kampf,354,259,149,209,169,169,1309,LC,0.6,12.5,grey,Form 12: Humanoider Körper ,Muskel
533,Strepoli ,Strepoli ,Gurdurr ,Dotetsukotsu ,ドテツコツ ,5. Generation Gen5 ,Kampf,374,309,179,269,199,179,1509,NFE,1.2,40,grey,Form 12: Humanoider Körper ,Muskel
534,Meistagrif ,Meistagrif ,Conkeldurr ,Roopushin ,ローブシン ,5. Generation Gen5 ,Kampf,414,379,209,289,229,189,1709,BL,1.4,87,brown,Form 12: Humanoider Körper ,Muskel
535,Schallquap ,Schallquap ,Tympole ,Otamaro ,オタマロ ,5. Generation Gen5 ,Wasser,304,199,199,179,179,227,1287,LC,0.5,4.5,blue,Form 3: Fisch-Form ,Kaulquappe
536,Mebrana ,Mebrana ,Palpitoad ,Gamagaru ,ガマガル ,5. Generation Gen5 ,WasserBoden,354,229,229,209,209,237,1467,NFE,0.8,17,blue,Form 6: Zweibeiner mit Schweif ,Vibration
537,Branawarz ,Branawarz ,Seismitoad ,Gamageroge ,ガマゲロゲ ,5. Generation Gen5 ,WasserBoden,414,289,269,249,249,247,1717,NU,1.5,62,blue,Form 12: Humanoider Körper ,Vibration
538,Jiutesto ,Jiutesto ,Throh ,Nageki ,ナゲキ ,5. Generation Gen5 ,Kampf,444,299,159,269,269,189,1629,PU,1.3,55.5,red,Form 12: Humanoider Körper ,Judo
539,Karadonis ,Karadonis ,Sawk ,Dageki ,ダゲキ ,5. Generation Gen5 ,Kampf,354,349,159,249,249,269,1629,BL4,1.4,51,blue,Form 12: Humanoider Körper ,Karate
540,Strawickl ,Strawickl ,Sewaddle ,Kurumiru ,クルミル ,5. Generation Gen5 ,KäferPflanze,294,205,179,239,219,183,1319,LC,0.3,2.5,green,Form 14: Kriechende Insekten ,Schneider
541,Folikon ,Folikon ,Swadloon ,Kurumayu ,クルマユ ,5. Generation Gen5 ,KäferPflanze,314,225,199,279,259,183,1459,NFE,0.5,7.3,green,Form 4: Kopf überwiegend mit Armen ,Wickelblatt
542,Matrifol ,Matrifol ,Leavanny ,Hahakurimo ,ハハコモリ ,5. Generation Gen5 ,KäferPflanze,354,305,239,259,259,285,1701,PU,1.2,20.5,green,Form 12: Humanoider Körper ,Kinderpflege
543,Toxiped ,Toxiped ,Venipede ,Fushide ,フツデ ,5. Generation Gen5 ,KäferGift,264,189,159,217,177,213,1219,LC,0.4,5.3,purple,Form 14: Kriechende Insekten ,Tausendfüßer
544,Rollum ,Rollum ,Whirlipede ,Hoiiga ,ホイーガ ,5. Generation Gen5 ,KäferGift,284,209,179,297,257,193,1419,NFE,1.2,58.5,purple,Form 1: Kopf-Körper ,Kokonfüßer
545,Cerapendra ,Cerapendra ,Scolipede ,Pendora ,ペンドラー ,5. Generation Gen5 ,KäferGift,324,299,209,277,237,323,1669,UU,2.5,200.5,pink,Form 14: Kriechende Insekten ,Riesenfüßer
546,Waumboll ,Waumboll ,Cottonee ,Monmen ,モンメン ,5. Generation Gen5 ,PflanzeFee,284,153,173,219,199,231,1259,LC,0.3,0.6,white,Form 1: Kopf-Körper ,Wattebausch
547,Elfun ,Elfun ,Whimsicott ,Erufuun ,エルフーン ,5. Generation Gen5 ,PflanzeFee,324,233,253,269,249,331,1659,NU,0.7,6.6,brown,Form 12: Humanoider Körper ,Windschatten
548,Lilminip ,Lilminip ,Petilil ,Churine ,チュリネ ,5. Generation Gen5 ,Pflanze,294,169,239,199,199,159,1259,LC,0.5,6.6,green,Form 5: Kopf überwiegend mit Rumpf ,Wurzel
549,Dressella ,Dressella ,Lilligant ,Doredia ,ドレディア ,5. Generation Gen5 ,Pflanze,344,219,319,249,249,279,1659,NU,1.1,16.3,green,Form 5: Kopf überwiegend mit Rumpf ,Blumenzier
550,Barschuft ,Barschuft ,Basculin ,Basurao ,バスラオ ,5. Generation Gen5 ,Wasser,344,283,259,229,209,295,1619,PU,1,18,green,Form 3: Fisch-Form ,Grobheit
551,Ganovil ,Ganovil ,Sandile ,Meguroko ,メグロコ ,5. Generation Gen5 ,BodenUnlicht,304,243,169,169,169,229,1283,LC,0.7,15.2,brown,Form 8: Vierbeiner ,Wüstenkroko
552,Rokkaiman ,Rokkaiman ,Krokorok ,Warubiru ,ワルビル ,5. Generation Gen5 ,BodenUnlicht,324,263,189,189,189,247,1401,NFE,1,33.4,brown,Form 8: Vierbeiner ,Wüstenkrokodil
553,Rabigator ,Rabigator ,Krookodile ,Warubiaru ,ワルビアル ,5. Generation Gen5 ,BodenUnlicht,394,333,229,259,239,283,1737,UU,1.5,96.3,red,Form 6: Zweibeiner mit Schweif ,Abschreckung
554,Flampion ,Flampion ,Darumaka ,Darumakka ,ダルマッカ ,5. Generation Gen5 ,Feuer,344,279,129,189,189,199,1329,LC,0.6,37.5,red,Form 12: Humanoider Körper ,Lampion
555,Flampivian ,Flampivian ,Darmanitan ,Hihidaruma ,ヒヒダルマ ,5. Generation Gen5 ,Feuer,414,379,159,209,209,289,1659,UU,1.3,92.9,red,Form 8: Vierbeiner ,Lichterloh
556,Maracamba ,Maracamba ,Maractus ,Marakacchi ,マラカッチ ,5. Generation Gen5 ,Pflanze,354,271,311,233,233,219,1621,PU,1,28,green,Form 5: Kopf überwiegend mit Rumpf ,Kaktus
557,Lithomith ,Lithomith ,Dwebble ,Ishizumai ,イシズマイ ,5. Generation Gen5 ,KäferGestein,304,229,169,269,169,209,1349,LC,0.3,14.5,red,Form 14: Kriechende Insekten ,Steinhaus
558,Castellith ,Castellith ,Crustle ,Iwaparesu ,イワパレス ,5. Generation Gen5 ,KäferGestein,344,309,229,349,249,189,1669,PU,1.4,200,brown,Form 14: Kriechende Insekten ,Felshaus
559,Zurrokex ,Zurrokex ,Scraggy ,Zuruggu ,ズルッグ ,5. Generation Gen5 ,UnlichtKampf,304,249,169,239,239,195,1395,LC,0.6,12.8,yellow,Form 6: Zweibeiner mit Schweif ,Hautwechsel
560,Irokex ,Irokex ,Scrafty ,Zuruzukin ,ズルズキン ,5. Generation Gen5 ,UnlichtKampf,334,279,189,329,329,215,1675,NU,1.1,30,red,Form 6: Zweibeiner mit Schweif ,Halunke
561,Symvolara ,Symvolara ,Sigilyph ,Shinpora ,シンボラー ,5. Generation Gen5 ,PsychoFlug,348,215,305,259,259,293,1679,NU,1.4,14,black,Form 9: Vogel-Form ,Vogelgleich
562,Makabaja ,Makabaja ,Yamask ,Desumasu ,デスマス ,5. Generation Gen5 ,Geist,280,159,209,269,229,159,1305,LC,0.5,1.5,black,Form 4: Kopf überwiegend mit Armen ,Seele
563,Echnatoll ,Echnatoll ,Cofagrigus ,Desukaan ,デスカーン ,5. Generation Gen5 ,Geist,320,199,289,389,309,159,1665,BL3,1.7,76.5,yellow,Form 5: Kopf überwiegend mit Rumpf ,Sarkophag
564,Galapaflos ,Galapaflos ,Tirtouga ,Purotooga ,プロトーガ ,5. Generation Gen5 ,WasserGestein,312,255,205,305,189,143,1409,LC,0.7,16.5,blue,Form 8: Vierbeiner ,Urzeitkröte
565,Karippas ,Karippas ,Carracosta ,Abagoora ,アバゴーラ ,5. Generation Gen5 ,WasserGestein,352,315,265,365,229,163,1689,PU,1.2,81,blue,Form 6: Zweibeiner mit Schweif ,Urzeitkröte
566,Flapteryx ,Flapteryx ,Archen ,Aaken ,アーケン ,5. Generation Gen5 ,GesteinFlug,314,323,247,189,189,239,1501,LC,0.5,9.5,yellow,Form 9: Vogel-Form ,Urzeitvogel
567,Aeropteryx ,Aeropteryx ,Archeops ,Aakeosu ,アーケオス ,5. Generation Gen5 ,GesteinFlug,354,379,323,229,229,319,1833,PU,1.4,32,yellow,Form 9: Vogel-Form ,Urzeitvogel
568,Unratütox ,Unratütox ,Trubbish ,Yabukuron ,ヤブクロン ,5. Generation Gen5 ,Gift,304,199,179,223,223,229,1357,LC,0.6,31,green,Form 12: Humanoider Körper ,Mülltüte
569,Deponitox ,Deponitox ,Garbodor ,Dasutodasu ,ダストダス ,5. Generation Gen5 ,Gift,364,289,219,263,263,249,1647,NU,1.9,107.3,green,Form 12: Humanoider Körper ,Müllhalde
570,Zorua ,Zorua ,Zorua ,Zorua ,ゾロア ,5. Generation Gen5 ,Unlicht,284,229,259,179,179,229,1359,LC,0.7,12.6,grey,Form 8: Vierbeiner ,Lausefuchs
571,Zoroark ,Zoroark ,Zoroark ,Zoroark ,ゾロアーク ,5. Generation Gen5 ,Unlicht,324,309,339,219,219,309,1719,BL2,1.6,81.1,grey,Form 6: Zweibeiner mit Schweif ,Polymorfuchs
572,Picochilla ,Picochilla ,Minccino ,Chillarmy ,チラーミィ ,5. Generation Gen5 ,Normal,314,199,179,179,179,249,1299,LC,0.4,5.8,grey,Form 8: Vierbeiner ,Chinchilla
573,Chillabell ,Chillabell ,Cinccino ,Chirachiino ,チラチーノ ,5. Generation Gen5 ,Normal,354,289,229,219,219,329,1639,NU,0.5,7.5,grey,Form 8: Vierbeiner ,Schal
574,Mollimorba ,Mollimorba ,Gothita ,Gochimu ,ゴチム ,5. Generation Gen5 ,Psycho,294,159,209,199,229,189,1279,NFE,0.4,5.8,purple,Form 12: Humanoider Körper ,Glotz
575,Hypnomorba ,Hypnomorba ,Gothorita ,Gochimiru ,ゴチミル ,5. Generation Gen5 ,Psycho,324,189,249,239,269,209,1479,NFE,0.7,18,purple,Form 12: Humanoider Körper ,Manipulator
576,Morbitesse ,Morbitesse ,Gothitelle ,Gochiruzeru ,ゴチルゼル ,5. Generation Gen5 ,Psycho,344,209,289,289,319,229,1679,PU,1.5,44,purple,Form 12: Humanoider Körper ,Gestirn
577,Monozyto ,Monozyto ,Solosis ,Yuniran ,ユニラン ,5. Generation Gen5 ,Psycho,294,159,309,179,199,139,1279,LC,0.3,1,green,Form 1: Kopf-Körper ,Zelle
578,Mitodos ,Mitodos ,Duosion ,Daburan ,ダブラン ,5. Generation Gen5 ,Psycho,334,179,349,199,219,159,1439,NFE,0.6,8,green,Form 1: Kopf-Körper ,Zellteilung
579,Zytomega ,Zytomega ,Reuniclus ,Rankurusu ,ランクルス ,5. Generation Gen5 ,Psycho,424,229,349,249,269,159,1679,BL2,1,20.1,green,Form 4: Kopf überwiegend mit Armen ,Vermehrung
580,Piccolente ,Piccolente ,Ducklett ,Koaruhii ,コアルヒー ,5. Generation Gen5 ,WasserFlug,328,187,187,199,199,209,1309,LC,0.5,5.5,blue,Form 9: Vogel-Form ,Wasservogel
581,Swaroness ,Swaroness ,Swanna ,Swana ,スワンナ ,5. Generation Gen5 ,WasserFlug,318,273,273,225,225,295,1609,PU,1.3,24.2,white,Form 9: Vogel-Form ,Schwan
582,Gelatini ,Gelatini ,Vanillite ,Banipucchi ,バニプッチ ,5. Generation Gen5 ,Eis,276,199,229,199,219,187,1309,LC,0.4,5.7,white,Form 5: Kopf überwiegend mit Rumpf ,Neuschnee
583,Gelatroppo ,Gelatroppo ,Vanillish ,Baniricchi ,バニリッチ ,5. Generation Gen5 ,Eis,306,229,259,229,249,217,1489,NFE,1.1,41,white,Form 5: Kopf überwiegend mit Rumpf ,Firn
584,Gelatwino ,Gelatwino ,Vanilluxe ,Baibanira ,バイバニラ ,5. Generation Gen5 ,Eis,346,289,319,269,289,257,1769,BL4,1.5,57.5,white,Form 11: Multiple Körper ,Schneesturm
585,Sesokitz ,Sesokitz ,Deerling ,Shikijika ,シキジカ ,5. Generation Gen5 ,NormalPflanze,324,219,179,199,199,249,1369,LC,0.6,19.5,yellow,Form 8: Vierbeiner ,Jahreszeit
586,Kronjuwild ,Kronjuwild ,Sawsbuck ,Mebukijika ,メブキジカ ,5. Generation Gen5 ,NormalPflanze,364,299,219,239,239,289,1649,PU,1.9,92.5,brown,Form 8: Vierbeiner ,Jahreszeit
587,Emolga ,Emolga ,Emolga ,Emonga ,エモンガ ,5. Generation Gen5 ,ElektroFlug,314,249,249,219,219,305,1555,PU,0.4,5,yellow,Form 8: Vierbeiner ,Flughörnchen
588,Laukaps ,Laukaps ,Karrablast ,Kapurumo ,ガプルモ ,5. Generation Gen5 ,Käfer,304,249,179,189,189,219,1329,LC,0.5,5.9,blue,Form 12: Humanoider Körper ,Schnappbiss
589,Cavalanzas ,Cavalanzas ,Escavalier ,Shubarugo ,シュバルゴ ,5. Generation Gen5 ,KäferStahl,344,369,219,309,309,139,1689,RU,1,33,grey,Form 4: Kopf überwiegend mit Armen ,Kavallerie
590,Tarnpignon ,Tarnpignon ,Foongus ,Tamagetake ,タマゲタケ ,5. Generation Gen5 ,PflanzeGift,342,209,209,189,209,129,1287,LC,0.2,1,white,Form 4: Kopf überwiegend mit Armen ,Pilz
591,Hutsassa ,Hutsassa ,Amoonguss ,Morobareru ,モロバレル ,5. Generation Gen5 ,PflanzeGift,432,269,269,239,259,159,1627,UU,0.6,10.5,white,Form 4: Kopf überwiegend mit Armen ,Pilz
592,Quabbel ,Quabbel ,Frillish ,Pururiru ,プルリル ,5. Generation Gen5 ,WasserGeist,314,179,229,199,269,179,1369,LC,1.2,33,white,Form 10: Tentakel-Körper ,Gleit
593,Apoquallyp ,Apoquallyp ,Jellicent ,Burunkeru ,ブルンゲル ,5. Generation Gen5 ,WasserGeist,404,219,269,239,309,219,1659,NU,2.2,135,white,Form 10: Tentakel-Körper ,Gleit
594,Mamolida ,Mamolida ,Alomomola ,Mamambou ,ママンボウ ,5. Generation Gen5 ,Wasser,534,249,179,259,189,229,1639,UU,1.2,31.6,pink,Form 3: Fisch-Form ,Fürsorge
595,Wattzapf ,Wattzapf ,Joltik ,Bachuru ,バチュル ,5. Generation Gen5 ,KäferElektro,304,193,213,199,199,229,1337,LC,0.1,0.6,yellow,Form 14: Kriechende Insekten ,Kleben
596,Voltula ,Voltula ,Galvantula ,Denchura ,デンチュラ ,5. Generation Gen5 ,KäferElektro,344,253,293,219,219,315,1643,RU,0.8,14.3,yellow,Form 14: Kriechende Insekten ,Stromspinne
597,Kastadur ,Kastadur ,Ferroseed ,Tesshiido ,テッシード ,5. Generation Gen5 ,PflanzeStahl,292,199,147,281,271,119,1309,LC,0.6,18.8,grey,Form 1: Kopf-Körper ,Dornfrucht
598,Tentantel ,Tentantel ,Ferrothorn ,Nattorei ,ナットレイ ,5. Generation Gen5 ,PflanzeStahl,352,287,207,361,331,139,1677,OU,1,110,grey,Form 10: Tentakel-Körper ,Dornkugel
599,Klikk ,Klikk ,Klink ,Giaru ,ギアル ,5. Generation Gen5 ,Stahl,284,209,189,239,219,159,1299,LC,0.3,23.3,grey,Form 11: Multiple Körper ,Getriebe
600,Kliklak ,Kliklak ,Klang ,Gigear ,ギギアル ,5. Generation Gen5 ,Stahl,324,259,239,289,269,199,1579,NFE,0.6,51,grey,Form 11: Multiple Körper ,Getriebe
601,Klikdiklak ,Klikdiklak ,Klinklang ,Gigigear ,ギギギアル ,5. Generation Gen5 ,Stahl,324,299,239,329,269,279,1739,BL4,0.6,81,grey,Form 11: Multiple Körper ,Getriebe
602,Zapplardin ,Zapplardin ,Tynamo ,Shibishirasu ,シビシラス ,5. Generation Gen5 ,Elektro,274,209,189,179,179,219,1249,LC,0.2,0.3,white,Form 3: Fisch-Form ,Stromfisch
603,Zapplalek ,Zapplalek ,Eelektrik ,Shibibiiru ,シビビール ,5. Generation Gen5 ,Elektro,334,269,249,239,239,179,1509,NFE,1.2,22,blue,Form 3: Fisch-Form ,Stromfisch
604,Zapplarang ,Zapplarang ,Eelektross ,Shibirudon ,シビルドン ,5. Generation Gen5 ,Elektro,374,329,309,259,259,199,1729,NU,2.1,80.5,blue,Form 3: Fisch-Form ,Stromfisch
605,Pygraulon ,Pygraulon ,Elgyem ,Riguree ,リグレー ,5. Generation Gen5 ,Psycho,314,209,269,209,209,159,1369,LC,0.5,9.5,blue,Form 6: Zweibeiner mit Schweif ,Grips
606,Megalon ,Megalon ,Beheeyem ,Oobemu ,オーベム ,5. Generation Gen5 ,Psycho,354,249,349,249,289,179,1669,PU,1,34.5,brown,Form 12: Humanoider Körper ,Grips
607,Lichtel ,Lichtel ,Litwick ,Hitomoshi ,ヒトモシ ,5. Generation Gen5 ,GeistFeuer,304,159,229,209,209,139,1249,LC,0.3,3.1,white,Form 5: Kopf überwiegend mit Rumpf ,Kerze
608,Laternecto ,Laternecto ,Lampent ,Ranpuraa ,ランプラー ,5. Generation Gen5 ,GeistFeuer,324,179,289,219,219,209,1439,NFE,0.6,13,black,Form 4: Kopf überwiegend mit Armen ,Lampe
609,Skelabra ,Skelabra ,Chandelure ,Shanderaa ,シャンデラ ,5. Generation Gen5 ,GeistFeuer,324,209,389,279,279,259,1739,UU,1,34.3,black,Form 4: Kopf überwiegend mit Armen ,Geleit
610,Milza ,Milza ,Axew ,Kibago ,キバゴ ,5. Generation Gen5 ,Drache,296,273,159,219,179,213,1339,LC,0.6,18,green,Form 6: Zweibeiner mit Schweif ,Stoßzahn
611,Sharfax ,Sharfax ,Fraxure ,Onondo ,オノンド ,5. Generation Gen5 ,Drache,336,333,179,239,199,233,1519,NFE,1,36,green,Form 6: Zweibeiner mit Schweif ,Beilkiefer
612,Maxax ,Maxax ,Haxorus ,Ononokusu ,オノノクス ,5. Generation Gen5 ,Drache,356,393,219,279,239,293,1779,UU,1.8,105.5,yellow,Form 6: Zweibeiner mit Schweif ,Beilkiefer
613,Petznief ,Petznief ,Cubchoo ,Kumashun ,クマシュン ,5. Generation Gen5 ,Eis,314,239,219,179,179,179,1309,LC,0.5,8.5,white,Form 6: Zweibeiner mit Schweif ,Eisscholle
614,Siberio ,Siberio ,Beartic ,Tsunbeaa ,ツンベアー ,5. Generation Gen5 ,Eis,394,359,239,259,259,199,1709,PU,2.6,260,white,Form 8: Vierbeiner ,Packeis
615,Frigometri ,Frigometri ,Cryogonal ,Furiijio ,フリージオ ,5. Generation Gen5 ,Eis,364,199,289,199,369,309,1729,NU,1.1,148,blue,Form 1: Kopf-Körper ,Kristall
616,Schnuthelm ,Schnuthelm ,Shelmet ,Chobomaki ,チョボマキ ,5. Generation Gen5 ,Käfer,304,179,179,269,229,149,1309,LC,0.4,7.7,red,Form 1: Kopf-Körper ,Schnecke
617,Hydragil ,Hydragil ,Accelgor ,Agirudaa ,アギルダー ,5. Generation Gen5 ,Käfer,364,239,299,179,219,389,1689,NU,0.8,25.3,red,Form 4: Kopf überwiegend mit Armen ,Entschalung
618,Flunschlik ,Flunschlik ,Stunfisk ,Maggyo ,マッギョ ,5. Generation Gen5 ,ElektroBoden,422,231,261,267,297,163,1641,PU,0.7,11,brown,Form 3: Fisch-Form ,Falle
619,Lin-Fu ,Lin-Fu ,Mienfoo ,Kojofuu ,コジョフー ,5. Generation Gen5 ,Kampf,294,269,209,199,199,229,1399,LC,0.9,20,yellow,Form 6: Zweibeiner mit Schweif ,Kampfkünste
620,Wie-Shu ,Wie-Shu ,Mienshao ,Kojondo ,コジンド ,5. Generation Gen5 ,Kampf,334,349,289,219,219,309,1719,UU,1.4,35.5,purple,Form 6: Zweibeiner mit Schweif ,Kampfkünste
621,Shardrago ,Shardrago ,Druddigon ,Kurimugan ,クリムガン ,5. Generation Gen5 ,Drache,358,339,219,279,279,195,1669,NU,1.6,139,red,Form 6: Zweibeiner mit Schweif ,Höhle
622,Golbit ,Golbit ,Golett ,Gobitto ,ゴビット ,5. Generation Gen5 ,BodenGeist,322,247,169,199,199,169,1305,LC,1,92,green,Form 12: Humanoider Körper ,Urgolem
623,Golgantes ,Golgantes ,Golurk ,Goruggo ,ゴルーグ ,5. Generation Gen5 ,BodenGeist,382,347,209,259,259,209,1665,NU,2.2,330,green,Form 12: Humanoider Körper ,Urgolem
624,Gladiantri ,Gladiantri ,Pawniard ,Komatana ,コマタナ ,5. Generation Gen5 ,UnlichtStahl,294,269,179,239,179,219,1379,LC,0.5,10.2,red,Form 12: Humanoider Körper ,Stahlklinge
625,Caesurio ,Caesurio ,Bisharp ,Kirikizan ,キリキザン ,5. Generation Gen5 ,UnlichtStahl,334,349,219,299,239,239,1679,OU,1.6,70,red,Form 12: Humanoider Körper ,Schwertklinge
626,Bisofank ,Bisofank ,Bouffalant ,Buffalon ,バッフロン ,5. Generation Gen5 ,Normal,394,319,179,289,289,209,1679,PU,1.6,94.5,brown,Form 8: Vierbeiner ,Kopfstoßrind
627,Geronimatz ,Geronimatz ,Rufflet ,Washibon ,ワシボン ,5. Generation Gen5 ,NormalFlug,344,265,173,199,199,219,1399,LC,0.5,10.5,white,Form 9: Vogel-Form ,Adlerküken
628,Washakwil ,Washakwil ,Braviary ,Wooguru ,ウォーグル ,5. Generation Gen5 ,NormalFlug,404,345,213,249,249,259,1719,NU,1.5,41,red,Form 9: Vogel-Form ,Kühnheit
629,Skallyk ,Skallyk ,Vullaby ,Baruchai ,バルチャイ ,5. Generation Gen5 ,UnlichtFlug,344,209,189,249,229,219,1439,LC,0.5,9,brown,Form 9: Vogel-Form ,Windel
630,Grypheldis ,Grypheldis ,Mandibuzz ,Barujiina ,バルジーナ ,5. Generation Gen5 ,UnlichtFlug,424,229,209,309,289,259,1719,UU,1.2,39.5,brown,Form 9: Vogel-Form ,Knochenadler
631,Furnifraß ,Furnifraß ,Heatmor ,Kuitaran ,クイタラン ,5. Generation Gen5 ,Feuer,374,293,309,231,231,229,1667,PU,1.4,58,red,Form 6: Zweibeiner mit Schweif ,Ameisenbär
632,Fermicula ,Fermicula ,Durant ,Aianto ,アイアント ,5. Generation Gen5 ,KäferStahl,320,317,195,323,195,317,1667,RU,0.3,33,grey,Form 14: Kriechende Insekten ,Eisenameise
633,Kapuno ,Kapuno ,Deino ,Monozu ,モノズ ,5. Generation Gen5 ,UnlichtDrache,308,229,189,199,199,175,1299,LC,0.8,17.3,blue,Form 8: Vierbeiner ,Haudrauf
634,Duodino ,Duodino ,Zweilous ,Jiheddo ,ジヘッド ,5. Generation Gen5 ,UnlichtDrache,348,269,229,239,239,215,1539,NFE,1.4,50,blue,Form 8: Vierbeiner ,Grobheit
635,Trikephalo ,Trikephalo ,Hydreigon ,Sazando ,サザンド ,5. Generation Gen5 ,UnlichtDrache,388,309,349,279,279,295,1899,UU,1.8,160,blue,Form 6: Zweibeiner mit Schweif ,Brutal
636,Ignivor ,Ignivor ,Larvesta ,Meraruba ,メラルバ ,5. Generation Gen5 ,KäferFeuer,314,269,199,209,209,219,1419,LC,1.1,28.8,white,Form 14: Kriechende Insekten ,Fackel
637,Ramoth ,Ramoth ,Volcarona ,Urugamosu ,ウルガモス ,5. Generation Gen5 ,KäferFeuer,374,219,369,229,309,299,1799,OU,1.6,46,white,Form 13: Geflügelte Insekten ,Sonne
638,Kobalium ,Kobalium ,Cobalion ,Kobaruon ,コバルオン ,5. Generation Gen5 ,StahlKampf,386,279,279,357,243,315,1859,UU,2.1,250,blue,Form 8: Vierbeiner ,Eisenkern
639,Terrakium ,Terrakium ,Terrakion ,Terakion ,テラキオン ,5. Generation Gen5 ,GesteinKampf,386,357,243,279,279,315,1859,UU,1.9,260,grey,Form 8: Vierbeiner ,Felsenhöhle
640,Viridium ,Viridium ,Virizion ,Birijion ,ビリジオン ,5. Generation Gen5 ,PflanzeKampf,386,279,279,243,357,315,1859,NU,2,200,green,Form 8: Vierbeiner ,Wiese
641,Boreos ,Boreos ,Tornadus ,Torunerosu ,トルネロス ,5. Generation Gen5 ,Flug,362,329,349,239,259,321,1859,BL,1.5,63,green,Form 4: Kopf überwiegend mit Armen ,Wirbelsturm
642,Voltolos ,Voltolos ,Thundurus ,Borutorosu ,ボルトロス ,5. Generation Gen5 ,ElektroFlug,362,329,349,239,259,321,1859,BL,1.5,61,blue,Form 4: Kopf überwiegend mit Armen ,Torpedo
643,Reshiram ,Reshiram ,Reshiram ,Reshiram ,レシラム ,5. Generation Gen5 ,DracheFeuer,404,339,399,299,339,279,2059,Uber,3.2,330,white,Form 9: Vogel-Form ,Wahres-Weiß
644,Zekrom ,Zekrom ,Zekrom ,Zekrom ,ゼクロム ,5. Generation Gen5 ,DracheElektro,404,399,339,339,299,279,2059,Uber,2.9,345,black,Form 6: Zweibeiner mit Schweif ,Reines-Schwarz
645,Demeteros ,Demeteros ,Landorus ,Randorosu ,ランドロス ,5. Generation Gen5 ,BodenFlug,382,349,329,279,259,301,1899,Uber,1.5,68,brown,Form 4: Kopf überwiegend mit Armen ,Reichtum
646,Kyurem ,Kyurem ,Kyurem ,Kyuremu ,キュレム ,5. Generation Gen5 ,DracheEis,454,359,359,279,279,289,2019,Uber,3,325,grey,Form 6: Zweibeiner mit Schweif ,Schwelle
647,Keldeo ,Keldeo ,Keldeo ,Kerudio ,ケルディオ ,5. Generation Gen5 ,WasserKampf,386,243,357,279,279,315,1859,OU,1.4,48.5,yellow,Form 8: Vierbeiner ,Fohlen
648,Meloetta ,Meloetta ,Meloetta ,Meloia ,メロエッタ ,5. Generation Gen5 ,NormalPsycho,404,253,355,253,355,279,1899,RU,0.6,6.5,white,Form 12: Humanoider Körper ,Melodie
649,Genesect ,Genesect ,Genesect ,Genosekuto ,ゲノセクト ,5. Generation Gen5 ,KäferStahl,346,339,339,289,289,297,1899,Uber,1.5,82.5,purple,Form 12: Humanoider Körper ,Paläozoikum
650,Igamaro ,Igamaro ,Chespin ,Harimaron ,ハリマロン ,6. Generation Gen6 ,Pflanze,316,221,195,229,189,175,1325,LC,,,,,
651,Igastarnish ,Igastarnish ,Quilladin ,Hariboogu ,ハリボーグ ,6. Generation Gen6 ,Pflanze,326,255,211,289,215,213,1509,NFE,,,,,
652,Brigaron ,Brigaron ,Chesnaught ,Burigaron ,ブリガロン ,6. Generation Gen6 ,PflanzeKampf,380,313,247,343,249,227,1759,RU,,,,,
653,Fynx ,Fynx ,Fennekin ,Focko ,フォッコ ,6. Generation Gen6 ,Feuer,284,189,223,179,219,219,1313,LC,,,,,
654,Rutena ,Rutena ,Braixen ,Teerunaa ,テールナー ,6. Generation Gen6 ,Feuer,322,217,279,215,239,245,1517,NFE,,,,,
655,Fennexis ,Fennexis ,Delphox ,Mafoxy ,マフォクシー ,6. Generation Gen6 ,FeuerPsycho,354,237,327,243,299,307,1767,NU,,,,,
656,Froxy ,Froxy ,Froakie ,Keromatsu ,ケロマツ ,6. Generation Gen6 ,Wasser,286,211,223,179,187,241,1327,LC,,,,,
657,Amphizel ,Amphizel ,Frogadier ,Gekogashira ,ゲコガシラ ,6. Generation Gen6 ,Wasser,312,225,265,203,211,293,1509,NFE,,,,,
658,Quajutsu ,Quajutsu ,Greninja ,Gekkōga ,ゲッコウガ ,6. Generation Gen6 ,WasserUnlicht,348,289,305,233,241,343,1759,OU,,,,,
